Constituency,Sl_No,Candidate_Name,Party,Symbol
Karur,34,SURIYAKUMAR. J,Independent,Funnel
Karur,35,SENBAGAKUMAR. L,Independent,Grapes
Karur,36,SENTHILKUMAR. G,Independent,Bat
Karur,37,SENTHILKUMAR. M,Independent,Chakki
Karur,38,SOUNDARA RAJAN. R,Independent,Stool
Karur,39,SOUNDARYAN. K,Independent,Black board
Karur,40,DANIYA. P,Independent,Gas cylinder
Karur,41,THANGAVELRAJ. S,Independent,Chimney
Karur,42,THAMILALAGAN. A,Independent,Immersion rod
Karur,43,THIYAGARAJAN. M,Independent,Lighter
Karur,44,THIRUGNANAM. M,Independent,Nail cutter
Karur,45,DINESH. B,Independent,Bangles
Karur,46,DINESH KUMAR. K,Independent,Coat
Karur,47,DURAISAMY. J,Independent,Chain
Karur,48,DEVASTIN AUGUSTIN. G,Independent,Tooth paste
Karur,49,NANDHAKUMAR. A,Independent,Brief case
Karur,50,PARAMESWARI,Independent,Coconut farm
Karur,51,PALAMUTHIR SELVAN. O,Independent,Ship
Karur,52,PALANIRAJAN. K,Independent,Refrigerator
Karur,53,PALANIVEL. P,Independent,Pressure cooker
Karur,54,BABU. G,Independent,Pen nib with seven rays
Karur,55,BHARATHI. P,Independent,Balloon
Karur,56,BASKAR. P,Independent,Batsman
Karur,57,PRAKASH. N,Independent,Noodles bowl
Karur,58,PRASANTH. S,Independent,Television
Karur,59,PRAVEENKUMAR. J,Independent,Peas
Karur,60,MANIKANDAN,Independent,Capsicum
Karur,61,MATHANRAJ. P,Independent,Ludo
Karur,62,MAILVAGANAN. B,Independent,Sitar
Karur,63,MANOJ. P,Independent,Football player
Karur,64,MARIAMMAL. P.M,Independent,Box
Karur,65,MOHAMAD ISMAIL. M,Independent,Mike
Karur,66,MUTHU. K.R,Independent,Scissors
Karur,67,MURALI. M,Independent,Computer mouse
Karur,68,YOONUS ALI. R,Independent,Cake
Karur,69,RAGURAMAN MURUGANANTHAM,Independent,Gift pack
Karur,70,RAJAPANDIAN. K,Independent,Hour glass
Karur,71,VANITHA. K.M,Independent,Flute
Karur,72,VIGNESHWARAN. D,Independent,Calculator
Karur,73,VINEETH. B,Independent,Drill machine
Karur,74,VINOTHKUMAR.  N,Independent,Dish antenna
Karur,75,VIJAYA BASKAR. R.V,Independent,Brush
Karur,76,VIJAYAN. K,Independent,Electric pole
Karur,77,STEPHENRAJ. L,Independent,Helmet
Karur,78,HARI RAAJ. B,Independent,Air conditioner
Karur,79,HARIHARAN. S,Independent,Well
Krishnarayapuram,1,GOMATHI. M,Bahujan Samaj Party,Elephant
Krishnarayapuram,2,SATHIYA. V,Naam Tamilar Katchi,Farmer Carrying Plough
Krishnarayapuram,3,DR. DHIVYA. S,All India Anna Dravida Munnetra Kazhagam,Two leaves
Krishnarayapuram,4,RAJA. C.K,Dravida Munnetra Kazhagam,Rising sun
Krishnarayapuram,5,SATHYA. M,Tamilaga Vettri Kazhagam,Whistle
Krishnarayapuram,6,SARAVANAN. V,Tamizhaga Vaazhvurimai Katchi,Camera
Krishnarayapuram,7,SOUNDRAPANDIAN. S,Ganasangam Party of India,Lady finger
Krishnarayapuram,8,BALSAMY. B,Naadaalum Makkal Katchi,Pen nib with seven rays
Krishnarayapuram,9,RAJAGURU.M,Samaniya Makkal Nala Katchi,Walking stick
Krishnarayapuram,10,INDRAGANDHI. P,Independent,Jackfruit
Krishnarayapuram,11,GANESAN. P,Independent,Computer
Krishnarayapuram,12,SAKTHIVEL. A,Independent,Television
Krishnarayapuram,13,SASIKUMAR. M,Independent,Coconut farm
Krishnarayapuram,14,SENTHIL. P.M.,Independent,Bat
Krishnarayapuram,15,CHELLADURAI. M,Independent,Pressure cooker
Krishnarayapuram,16,SELVAKUMAR. S,Independent,Matchbox
Krishnarayapuram,17,DINESH KUMAR.A,Independent,Ring
Krishnarayapuram,18,DINESH KUMAR. N,Independent,Laptop
Krishnarayapuram,19,NAVEENTH. M,Independent,Chess board
Krishnarayapuram,20,PARAMESWARAN. M,Independent,Electric pole
Krishnarayapuram,21,PRASANTH. D,Independent,Cauliflower
Krishnarayapuram,22,BABY. P,Independent,Bench
Krishnarayapuram,23,PORSELVAN. B.S,Independent,Gift pack
Krishnarayapuram,24,MAHAMUNI. A,Independent,Biscuit
Krishnarayapuram,25,MANICKAVEL. R,Independent,Diamond
Krishnarayapuram,26,MURUGAN. S,Independent,Battery Torch
Krishnarayapuram,27,MURUGANANDHAM. P.K,Independent,Harmonium
Krishnarayapuram,28,VIMALRAJ. S,Independent,Telephone
Kulithalai,1,S.KARUNAKARAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kulithalai,2,SURIYANUR A CHANDRAN,Dravida Munnetra Kazhagam,Rising sun
Kulithalai,3,SELVA.NANMAARAN,Naam Tamilar Katchi,Farmer Carrying Plough
Kulithalai,4,BALASUBRAMANI G,Tamilaga Vettri Kazhagam,Whistle
Kulithalai,5,P.MURUGAN,Ganasangam Party of India,Lady finger
Kulithalai,6,M.ARUNKUMAR,Independent,Bread
Kulithalai,7,R.ARUNKUMAR,Independent,Bucket
Kulithalai,8,S.IMRANKHAN,Independent,Belt
Kulithalai,9,O.KATHALINGAM,Independent,Camera
Kulithalai,10,M.GAYATHIRI,Independent,Brief case
Kulithalai,11,B.KAJAA MOHIDEEN,Independent,Bangles
Kulithalai,12,CHANDRASEKAR.P,Independent,Gas cylinder
Kulithalai,13,J.SANTHOSH KUMAR,Independent,Black board
Kulithalai,14,B.SAMPATHKUMAR,Independent,Bead necklace
Kulithalai,15,D.SARAVANAN,Independent,Baby walker
Kulithalai,16,V.CHINNASAMY,Independent,Box
Kulithalai,17,S.SENTHIL KUMAR,Independent,Batsman
Kulithalai,18,P.SELVAKUMAR,Independent,Almirah
Kulithalai,19,T.SELVARAJ,Independent,Helmet
Kulithalai,20,K.SHEIK ANWARDEEN,Independent,Boat with man and sail
Kulithalai,21,M.TAMILSELVAN,Independent,Biscuit
Kulithalai,22,J.PRATHAP,Independent,Bench
Kulithalai,23,M.MAYILVAGANAN,Independent,Cake
Kulithalai,24,J.MADHAVAN,Independent,Air conditioner
Kulithalai,25,T.MURUGANTHAM,Independent,Television
Kulithalai,26,N.RAMAKRISHNAN,Independent,Bat
Kulithalai,27,M.VADIVELAN,Independent,Brush
Kulithalai,28,K.VEERAMALAI,Independent,Bicycle pump
Kulithalai,29,K.HAKKIM,Independent,Balloon
Manapparai,1,P. ABDUL SAMED,Dravida Munnetra Kazhagam,Rising sun
Manapparai,2,M. ARUNAGIRI,Naam Tamilar Katchi,Farmer Carrying Plough
Manapparai,3,DR. PL. VIJAYAKUMAR,All India Anna Dravida Munnetra Kazhagam,Two leaves
Manapparai,4,AROCKIARAJ .A,Samaniya Makkal Nala Katchi,Walking stick
Manapparai,5,R. KATHIRAVAN,Tamilaga Vettri Kazhagam,Whistle
Manapparai,6,P. MEENA,Puthiya Tamilagam,Gas cylinder
Manapparai,7,RAJAVARMAN .R,Tamizhaga Vaazhvurimai Katchi,Camera
Manapparai,8,A. RAMAN,Independent,Water melon
Manapparai,9,KATHIRAVAN .M,Independent,Ship
Manapparai,10,M. KARUPPAN,Independent,Diamond
Manapparai,11,KUTTAIAN,Independent,Bucket
Manapparai,12,SARPHUDIN,Independent,Television
Manapparai,13,P. CHINNAN,Independent,Cake
Manapparai,14,A. SENTHIL KUMAR,Independent,Gift pack
Manapparai,15,PERIYAKKA,Independent,Matchbox
Manapparai,16,RAJESH .M,Independent,Tennis racket & ball
Manapparai,17,P. VIJAYAKUMAR,Independent,Balloon
Manapparai,18,M. VIJAYA KUMAR,Independent,Scissors
Srirangam,1,ALLIMUTHU.M,Bahujan Samaj Party,Elephant
Srirangam,2,DHARMARAJ. M,Naam Tamilar Katchi,Farmer Carrying Plough
Srirangam,3,S. DURAIRAJ,Dravida Munnetra Kazhagam,Rising sun
Srirangam,4,R.MANOHARAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Srirangam,5,KAMARAJ.K,Samaniya Makkal Nala Katchi,Walking stick
Srirangam,6,KUMAR. P,Akila Inthiya Makkal Marumalarchi Kazhakam,Bicycle pump
Srirangam,7,K. SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Jackfruit
Srirangam,8,NEWTON.A,Puthiya Tamilagam,Gas cylinder
Srirangam,9,MURALI .N,Tamizhaga Vaazhvurimai Katchi,Camera
Srirangam,10,RAMESH,Tamilaga Vettri Kazhagam,Whistle
Srirangam,11,VIJAY .A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Srirangam,12,ANBARASAN.M,Independent,CCTV Camera
Srirangam,13,KARTHICK.S,Independent,Gas Stove
Srirangam,14,KRISHNAKUMAR.A,Independent,Batsman
Srirangam,15,SHASHI KIRAN .K .N,Independent,Diamond
Srirangam,16,S. DURAIRAJ,Independent,Cauliflower
Srirangam,17,PARAMASIVAM,Independent,Box
Srirangam,18,MOHAMED MUSTHAFA. M,Independent,Pen stand
Srirangam,19,MUTHUKUMAR.P,Independent,Air conditioner
Srirangam,20,RAMESH.R,Independent,Clip
Srirangam,21,RAVICHANDIRAN.N,Independent,Belt
Tiruchirappalli (West),1,CHINNAIYAN POOSARI,Bahujan Samaj Party,Elephant
Tiruchirappalli (West),2,K.N.NEHRU,Dravida Munnetra Kazhagam,Rising sun
Tiruchirappalli (West),3,K.BHUVANESWARI,Naam Tamilar Katchi,Farmer Carrying Plough
Tiruchirappalli (West),4,M.RAJASEKARAN,Amma Makkal Munnettra Kazagam,Pressure cooker
Tiruchirappalli (West),5,R.PRABU,Tamizhaga Vaazhvurimai Katchi,Camera
Tiruchirappalli (West),6,G.RAMAMOORTHI,Tamilaga Vettri Kazhagam,Whistle
Tiruchirappalli (West),7,A.VEERAMANI,Samaniya Makkal Nala Katchi,Walking stick
Tiruchirappalli (West),8,M.KALAIMANI,Independent,Matchbox
Tiruchirappalli (West),9,M.CHANDRASEKARAN,Independent,Flute
Tiruchirappalli (West),10,SAMPATH,Independent,Battery Torch
Tiruchirappalli (West),11,SUNDARAPANDIYARAJA,Independent,Gas cylinder
Tiruchirappalli (West),12,P.RAJENDRAN,Independent,Coconut farm
Tiruchirappalli (West),13,A.VASUDEVAN,Independent,Almirah
Tiruchirappalli (West),14,JEEVANANTHAM.M,Independent,Diamond
Tiruchirappalli (East),1,R. ELANGOVAN,Bahujan Samaj Party,Elephant
Tiruchirappalli (East),2,S. INIGO IRUDAYARAJ,Dravida Munnetra Kazhagam,Rising sun
Tiruchirappalli (East),3,DR.KRISHNASAMY .V,Naam Tamilar Katchi,Farmer Carrying Plough
Tiruchirappalli (East),4,G. RAJASEKARAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Tiruchirappalli (East),5,ANAND SELVARAJ,National Maha Sabha Party,Ship
Tiruchirappalli (East),6,N. GOBINATH,Puthiya Tamilagam,Gas cylinder
Tiruchirappalli (East),7,SUKUMAR .S,Thamizhaka Padaippalar Makkal Katchi,Drill machine
Tiruchirappalli (East),8,C. NANDA KUMAR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Tiruchirappalli (East),9,R. MUTHUKUMAR,Samaniya Makkal Nala Katchi,Walking stick
Tiruchirappalli (East),10,ROYAL RAJA,Tamizhaga Vaazhvurimai Katchi,Camera
Tiruchirappalli (East),11,VIJAY .K,All India Jananayaka Makkal Kazhagam,Trumpet
Tiruchirappalli (East),12,VIJAIA MOHANAAJI .MA,Vidial Valarchi Perani,Chappals
Tiruchirappalli (East),13,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam,Whistle
Tiruchirappalli (East),14,T. GANGAI ULAGANATHAN,Independent,Ring
Tiruchirappalli (East),15,KANNAN .S,Independent,Mike
Tiruchirappalli (East),16,P. CHARLES SAGAYARAJ,Independent,Plate stand
Tiruchirappalli (East),17,G. SEBASTIAN ANAND,Independent,Diamond
Tiruchirappalli (East),18,S. PANNEER SELVAM,Independent,Scissors
Tiruchirappalli (East),19,J. ROBERT CHRISTY,Independent,Matchbox
Tiruchirappalli (East),20,P. RAJENDRAN,Independent,Bat
Thiruverumbur,1,ANBIL MAHESH POYYAMOZHI,Dravida Munnetra Kazhagam,Rising sun
Thiruverumbur,2,KUMAR. P,All India Anna Dravida Munnetra Kazhagam,Two leaves
Thiruverumbur,3,RAJESSH. T,Naam Tamilar Katchi,Farmer Carrying Plough
Thiruverumbur,4,VISITHRA. S,Bahujan Samaj Party,Elephant
Thiruverumbur,5,KUMARAVEL. T,Thamizhaka Padaippalar Makkal Katchi,Drill machine
Thiruverumbur,6,PITCHAIMUTHU. A,Puthiya Tamilagam,Gas cylinder
Thiruverumbur,7,RANJITH. S,Tamizhaga Vaazhvurimai Katchi,Camera
Thiruverumbur,8,VIJAYAKUMAR (A) NAVALPATTU S. VIJI,Tamilaga Vettri Kazhagam,Whistle
Thiruverumbur,9,JOSEPH. L,Samaniya Makkal Nala Katchi,Walking stick
Thiruverumbur,10,YESURAJ. I,Independent,Bucket
Thiruverumbur,11,KUMAR. K,Independent,Box
Thiruverumbur,12,KUMAR. P,Independent,Air conditioner
Thiruverumbur,13,CHARLES. S,Independent,Gramophone
Thiruverumbur,14,SUBBULAKSHMI. R,Independent,Battery Torch
Thiruverumbur,15,DEEPAK. P,Independent,Throwing a javelin
Thiruverumbur,16,POULOSH. D,Independent,Ship
Thiruverumbur,17,MURUGANANTHAM. G,Independent,Scissors
Thiruverumbur,18,DR. MOHANA CHELVAN. P,Independent,Telephone
Thiruverumbur,19,RAMACHANDRAN. V,Independent,Matchbox
Thiruverumbur,20,VINCENTRAJ. A,Independent,Table
Thiruverumbur,21,VIJAYAKUMAR. C,Independent,Bricks
Thiruverumbur,22,VIJAYAKUMAR. N,Independent,Road roller
Thiruverumbur,23,VETRIVEL KANNA. P,Independent,Diamond
Thiruverumbur,24,JAYACHANDRAN. P,Independent,Room cooler
Thiruverumbur,25,SHAJAGAN. A,Independent,Computer mouse
Thiruverumbur,26,HABEEB RAHAMAN. H,Independent,Dish antenna
Lalgudi,1,T. PARIVALLAL,Dravida Munnetra Kazhagam,Rising sun
Lalgudi,2,PRATHEEBA,Bahujan Samaj Party,Elephant
Lalgudi,3,N. MADHAN,Naam Tamilar Katchi,Farmer Carrying Plough
Lalgudi,4,LEEMAROSE MARTIN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Lalgudi,5,K. IMMACULATE MARY,Samaniya Makkal Nala Katchi,Air conditioner
Lalgudi,6,P. ELANCHEZHIYAN,Puthiya Tamilagam,Gas cylinder
Lalgudi,7,E. YESUDOSS,Tamilaga Makkal Nala Katchi,Electric pole
Lalgudi,8,KU PA KRISHNAN,Tamilaga Vettri Kazhagam,Whistle
Lalgudi,9,P. SARAVANAN,Tamizhaga Vaazhvurimai Katchi,Camera
Lalgudi,10,JOSEPHIN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Lalgudi,11,A. AMALAN SAVARIMUTHU,Independent,Tooth paste
Lalgudi,12,M. KRISHNAN,Independent,Letter box
Lalgudi,13,K. SENTHILKUMAR,Independent,Gramophone
Lalgudi,14,R. TAMILARASAN,Independent,Gas Stove
Lalgudi,15,K. DHARMARAJ,Independent,Iron
Lalgudi,16,DHANAMOORTHY .R,Independent,T.V. Remote
Lalgudi,17,R. DINESHKUMAR,Independent,Batsman
Lalgudi,18,R. PONSILAMBU,Independent,Pen nib with seven rays
Lalgudi,19,MANSOOR ALIKHAN,Independent,Truck
Lalgudi,20,V. MUTHUSAMY,Independent,Water tank
Lalgudi,21,MOHAMED ABUBAKKAR SIDDIQ,Independent,Gift pack
Lalgudi,22,M. RAMESHKUMAR,Independent,Diamond
Lalgudi,23,JINNAH JAKEER HUSSAIN,Independent,Pressure cooker
Lalgudi,24,A. JEGAN SALAMONDOSS,Independent,Scissors
Manachanallur,1,KATHIRAVAN. S,Dravida Munnetra Kazhagam,Rising sun
Manachanallur,2,THENMOZHI. R,Naam Tamilar Katchi,Farmer Carrying Plough
Manachanallur,3,R.V. BHARATHAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Manachanallur,4,BALAKRISHNAN (A) AMOOR BALU,Bahujan Samaj Party,Elephant
Manachanallur,5,V.SARAVANAN,Tamilaga Vettri Kazhagam,Whistle
Manachanallur,6,K. SENTHILKUMAR,Samaniya Makkal Nala Katchi,Bucket
Manachanallur,7,BALU. M,Puthiya Tamilagam,Gas cylinder
Manachanallur,8,REVATHI. S,Akila Inthiya Makkal Marumalarchi Kazhakam,Balloon
Manachanallur,9,VEERAIYA. C,Tamizhaga Vaazhvurimai Katchi,Camera
Manachanallur,10,KARTHIKEYAN. P,Independent,Computer
Manachanallur,11,GOPALAKRISHNAN. V,Independent,Calculator
Manachanallur,12,SHANMUGAM. V.T,Independent,Ship
Manachanallur,13,SATHEESKUMAR. K,Independent,Box
Manachanallur,14,SARAVANAKUMAR. S,Independent,Matchbox
Manachanallur,15,DIVESH. S,Independent,Chess board
Manachanallur,16,NAGARAJAN. V,Independent,Pestle and mortar
Manachanallur,17,RAMESH KUMAR. G,Independent,Bat
Manachanallur,18,RADHAKRISHNAN. S,Independent,Diamond
Manachanallur,19,RAMPRASAD. N,Independent,Scissors
Manachanallur,20,RAJASEHAR. R,Independent,Battery Torch
Manachanallur,21,RAJU. V,Independent,Cake
Manachanallur,22,JAYARAMAN. M,Independent,Jackfruit
Musiri,1,N.S.KARUNAIRAAJA,Dravida Munnetra Kazhagam,Rising sun
Musiri,2,G. BAKIYALAKSHMI,Naam Tamilar Katchi,Farmer Carrying Plough
Musiri,3,N.YOGANATHAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Musiri,4,M.CHINNAIYAN,Puthiya Tamilagam,Gas cylinder
Musiri,5,K.DHIVYA,Rashtriya Samaj Dal (R),Ship
Musiri,6,C.PALANISAMY,Tamizhaga Vaazhvurimai Katchi,Camera
Musiri,7,MALARMANNAN.M,Samaniya Makkal Nala Katchi,Walking stick
Musiri,8,M.VIGNESH,Tamilaga Vettri Kazhagam,Whistle
Musiri,9,S.VENKATESHWARAN,Anti Corruption Dynamic Party,Jackfruit
Musiri,10,SENTHILKUMAR,Independent,Pestle and mortar
Musiri,11,P.LOGANATHAN M.SC.M.PHIL.,Independent,Helmet
Thuraiyur,1,S  KOWSALYA,Naam Tamilar Katchi,Farmer Carrying Plough
Thuraiyur,2,E.SAROJA,All India Anna Dravida Munnetra Kazhagam,Two leaves
Thuraiyur,3,P.SRINIVASAN,Bahujan Samaj Party,Elephant
Thuraiyur,4,M.LENIN PRASATH,Indian National Congress,Hand
Thuraiyur,5,GNANAVETTIYAN SIVAPERUMAL .K,Tamizhaga Vaazhvurimai Katchi,Camera
Thuraiyur,6,RAVISANKAR.M,Tamilaga Vettri Kazhagam,Whistle
Thuraiyur,7,T. RAJAMANICKAM,Puthiya Tamilagam,Gas cylinder
Thuraiyur,8,E.SAROJA,Independent,Scissors
Thuraiyur,9,K.SAROJA,Independent,Sofa
Thuraiyur,10,P.SAROJA,Independent,Water melon
Thuraiyur,11,K.SELVAM,Independent,Diamond
Thuraiyur,12,SELVAM .G,Independent,Matchbox
Thuraiyur,13,G. DHINESHKUMAR,Independent,Ring
Thuraiyur,14,N. MUTHAZHAGU,Independent,Battery Torch
Thuraiyur,15,M. RAVICHANDRAN,Independent,Television
Perambalur,1,ARIVAZHAGAN. D,Bahujan Samaj Party,Elephant
Perambalur,2,SUGANYA. J,Naam Tamilar Katchi,Farmer Carrying Plough
Perambalur,3,THAMIZHSELVAN. R,All India Anna Dravida Munnetra Kazhagam,Two leaves
Perambalur,4,DR. JAYALAKSHMI. S.T,Dravida Munnetra Kazhagam,Rising sun
Perambalur,5,SIVAKUMAR. K,Tamilaga Vettri Kazhagam,Whistle
Perambalur,6,DHAMODHARAN. S,Tamizhaga Vaazhvurimai Katchi,Camera
Perambalur,7,ANANDAJOTHI PARAMASIVAM,Independent,Coconut farm
Perambalur,8,CHANDRAKUMAR. P,Independent,Chappals
Perambalur,9,SHIYAMALA. M,Independent,Gas cylinder
Perambalur,10,SUBRAMANIAN. R,Independent,Diamond
Perambalur,11,JAYACHANDRAN. B,Independent,Ship
Kunnam,1,KEERTHIVASAN. R,Naam Tamilar Katchi,Farmer Carrying Plough
Kunnam,2,SARANYA. A,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kunnam,3,SIVASANKAR. S.S,Dravida Munnetra Kazhagam,Rising sun
Kunnam,4,NALLUSAMY. K.M,Bahujan Samaj Party,Elephant
Kunnam,5,ANBUTHAMIZHAN. T,Thamizh Perarasu Katchi,Matchbox
Kunnam,6,RAJA. S.P,Tamizhaga Vaazhvurimai Katchi,Camera
Kunnam,7,ELANGOVAN. K,Naadaalum Makkal Katchi,Pen nib with seven rays
Kunnam,8,REVATHI MUTHAMILSELVAN,Tamilaga Vettri Kazhagam,Whistle
Kunnam,9,UDHAYASURIYAN. T,Independent,Ring
Kunnam,10,KATHIRAVAN. A.C,Independent,Electric pole
Kunnam,11,CHANDRASEKAR. P,Independent,Battery Torch
Kunnam,12,SAMINATHAN. C,Independent,Sitar
Kunnam,13,SIVASANKARAN. P,Independent,Gas cylinder
Kunnam,14,THANASEKAR. R,Independent,Rubber stamp
Kunnam,15,NALLATHAMBI. P,Independent,Diamond
Kunnam,16,MUTHAMILSELVAN. D,Independent,Dumbbells
Kunnam,17,VIVEK. T,Independent,Mike
Kunnam,18,VINOTHKUMAR. M,Independent,Trumpet
Kunnam,19,SHAJAHAN,Independent,Dish antenna
Ariyalur,1,PUGAZHENDHI D,Naam Tamilar Katchi,Farmer Carrying Plough
Ariyalur,2,RAJENDRAN S,All India Anna Dravida Munnetra Kazhagam,Two leaves
Ariyalur,3,LATHA BALU,Dravida Munnetra Kazhagam,Rising sun
Ariyalur,4,STALIN V,Bahujan Samaj Party,Elephant
Ariyalur,5,THANGA. SHANMUGA SUNDARAM,Naadaalum Makkal Katchi,Pen nib with seven rays
Ariyalur,6,SIVAKUMAR M,Tamilaga Vettri Kazhagam,Whistle
Ariyalur,7,SUDHAKAR M,Tamizhaga Vaazhvurimai Katchi,Camera
Ariyalur,8,RAJKUMAR S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Ariyalur,9,ELAIYARAJA C,Independent,Tongs
Ariyalur,10,KRISHNAMOORTHY C,Independent,Ladder
Ariyalur,11,KUMAR K,Independent,Safety pin
Ariyalur,12,SEMMALAI T,Independent,Gas cylinder
Ariyalur,13,RAJKUMAR K,Independent,Electric pole
Ariyalur,14,VETRIVEL G,Independent,Bench
Ariyalur,15,JOTHIBASU K,Independent,Diamond
Jayankondam,1,KANNAN KA.SO.KA.,Dravida Munnetra Kazhagam,Rising sun
Jayankondam,2,CHINNADURAI S.,Bahujan Samaj Party,Elephant
Jayankondam,3,REVATHI K.,Naam Tamilar Katchi,Farmer Carrying Plough
Jayankondam,4,AZHAGESAN V.R.,Desiya Makkal Sakthi Katchi,Balloon
Jayankondam,5,RAVANAN M.,Naadaalum Makkal Katchi,Pen nib with seven rays
Jayankondam,6,KAVITHA RAJENDRAN G.,Tamilaga Vettri Kazhagam,Whistle
Jayankondam,7,SANKAR M.,Rashtriya Samaj Dal (R),Ring
Jayankondam,8,PAGUTHARIVALAN A.,Tamizhaga Vaazhvurimai Katchi,Camera
Jayankondam,9,RAVISANKAR N.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Jayankondam,10,VAITHILINGAM G.,Pattali Makkal Katchi,Mango
Jayankondam,11,JAYABALAN G.,Vada Tamil Nadu Munnetra Katchi,Water melon
Jayankondam,12,ANANDHAKUMAR R.,Independent,Jackfruit
Jayankondam,13,ISAC NEWTAN J.,Independent,Cauliflower
Jayankondam,14,KANNAN K.,Independent,Road roller
Jayankondam,15,GURUNATHAN N.,Independent,Bat
Jayankondam,16,CHANTHIRASEKAR S.,Independent,Capsicum
Jayankondam,17,VINOTHSAVARIREMIJEAS C.,Independent,Matchbox
Jayankondam,18,VENKATAJALAPATHI R.,Independent,Stumps
Jayankondam,19,VEZHAVENTHAN D.,Independent,Bucket
Tittakudi,1,RAVICHANDRAN K.P,Bahujan Samaj Party,Elephant
Tittakudi,2,GANESAN C.V,Dravida Munnetra Kazhagam,Rising sun
Tittakudi,3,MAHALAKSHMI V,Naam Tamilar Katchi,Farmer Carrying Plough
Tittakudi,4,MURUGUMARAN N,All India Anna Dravida Munnetra Kazhagam,Two leaves
Tittakudi,5,SATHYA M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Tittakudi,6,PALANIVEL R,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Tittakudi,7,RAJASEKAR A,Tamilaga Vettri Kazhagam,Whistle
Tittakudi,8,JAYARAMAN N,Bahujan Dravida Party,Gift pack
Tittakudi,9,JAYA K,Tamizhaga Vaazhvurimai Katchi,Camera
Tittakudi,10,SILAMBARASAN J,Independent,CCTV Camera
Tittakudi,11,PADMANATHAN V,Independent,Water melon
Tittakudi,12,PERINBAM D,Independent,Jackfruit
Tittakudi,13,MURUGAN A,Independent,Peas
Tittakudi,14,VELMURUGAN G,Independent,Mike
Vriddhachalam,1,ANANTHI DHANDAPANI,Naam Tamilar Katchi,Farmer Carrying Plough
Vriddhachalam,2,SIVAPRAKASAM.V,Bahujan Samaj Party,Elephant
Vriddhachalam,3,PREMALLATHA VIJAYAKANT,Desiya Murpokku Dravida Kazhagam,Nagara
Vriddhachalam,4,ARIVAZHAGAN.E.N,Tamizhaga Vaazhvurimai Katchi,Camera
Vriddhachalam,5,ARIVUDAINAMBI.S,Anti Corruption Dynamic Party,Jackfruit
Vriddhachalam,6,SATHIYA.B,Anna Makkal Katchi,Coconut farm
Vriddhachalam,7,SIDHARTHAN.S,Desiya Makkal Sakthi Katchi,Football player
Vriddhachalam,8,GNANASUNDARI.M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Vriddhachalam,9,DR.TAMIZHARASI.P,Pattali Makkal Katchi,Mango
Vriddhachalam,10,VIJAY.S,Tamilaga Vettri Kazhagam,Whistle
Vriddhachalam,11,EZHILKUMAR.K,Independent,Bat
Vriddhachalam,12,SIVASANKARAN.K,Independent,Capsicum
Vriddhachalam,13,SRINIVASAN.R,Independent,Gift pack
Vriddhachalam,14,DURAI.K,Independent,Mike
Vriddhachalam,15,DEIVEEGADASS.M,Independent,Air conditioner
Vriddhachalam,16,BALU.P,Independent,Almirah
Vriddhachalam,17,PRABAKARAN.T,Independent,Ship
Vriddhachalam,18,JAYAPRAKASH.S,Independent,Diamond
Neyveli,1,SABA.RAJENDRAN,Dravida Munnetra Kazhagam,Rising sun
Neyveli,2,RAJENDRAN.R,All India Anna Dravida Munnetra Kazhagam,Two leaves
Neyveli,3,VEERAMANI.B,Naam Tamilar Katchi,Farmer Carrying Plough
Neyveli,4,JOTHIMURUGAN.V,Bahujan Samaj Party,Elephant
Neyveli,5,ANAND.K,Tamilaga Vettri Kazhagam,Whistle
Neyveli,6,THIRUMALVALAVAN.T,Tamizhaga Vaazhvurimai Katchi,Camera
Neyveli,7,MAYAKRISHNAN.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Neyveli,8,KARTHIKEYAN.C.M,Independent,CCTV Camera
Neyveli,9,SATHIYASEELAN.M,Independent,Ship
Neyveli,10,CHEZHIYAN.G,Independent,Television
Neyveli,11,MANIMARAN.P,Independent,Wallet
Panruti,1,ABDUR RAHMAN. A.R,Viduthalai Chiruthaigal Katchi,Pot
Panruti,2,BANUPRIYA. M,Naam Tamilar Katchi,Farmer Carrying Plough
Panruti,3,MOHAN. K,All India Anna Dravida Munnetra Kazhagam,Two leaves
